name,breed,rare_gen,price,age,life_expectancy,description_length,description,region,date,image_url
Щенки чехословацкого волчака,Японский хин,False,70000,0.5,15,262,"Активные, позитивные и любвеобильные щенки очень интересной породы-чехословацкий волчак! 4 мальчика, 3 девочки. Родились 01.12.2023г. Эти собаки могут стать не только хорошими охранниками, но и верными и очень преданными друзьями. Собаки этой породы очень при...",Ростов-на-Дону,04.01.2024,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/5c/a2/d7/650708_130x130.jpg
Щенки французскго бульдога флаффи,Английский бульдог,False,300000,0.5,10,163,Мама носитель флаффи дочь Майота Папа флаффи сын Майота 2 щенка флаффи 300.000 первый голубой с подпалом второй кремовый остальные щенки из этого же помета 100.000,Москва,03.01.2024,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/c3/8b/1f/650657_130x130.jpg
Щенки американ булли шикарные мальчишки,Американский бульдог,False,80000,0.5,10,14,Американ БУЛЛИ,Санкт-Петербург,01.01.2024,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/1e/0f/f3/650600_130x130.jpg
Мопс щенки,Мопс,False,27000,0.5,12,172,"В продаже чудесные щенки.Щенки уже знакомы с базовыми командами и обучены чистоте.Есть прививки,проглистовка и тд.Для дополнительных фото/видео писать в ватсап +79812143658",Москва,30.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/19/b7/ea/650439_130x130.jpg
Той-пудель,Той пудель,False,27000,0.2,15,210,"Малыши с родословной! Чистокровные родители, ваш той пудель будет душой компании. Возраст 3 месяца, заботливо выращены, привиты и готовы к новому дому. Для дополнительной информации пишите в ватсап +79812143658",Москва,30.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/27/7c/0a/650440_130x130.jpg
Той-пудель,Той пудель,False,27000,0.2,15,210,"Малыши с родословной! Чистокровные родители, ваш той пудель будет душой компании. Возраст 3 месяца, заботливо выращены, привиты и готовы к новому дому. Для дополнительной информации пишите в ватсап +79812143658",Москва,30.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/a7/3a/c6/650442_130x130.jpg
Той-пудель,Той пудель,False,27000,0.2,15,210,"Малыши с родословной! Чистокровные родители, ваш той пудель будет душой компании. Возраст 3 месяца, заботливо выращены, привиты и готовы к новому дому. Для дополнительной информации пишите в ватсап +79812143658",Москва,30.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/6b/79/ce/650444_130x130.jpg
Щенки шпиц,Бассет (хаунд),False,22000,0.2,12,211,"Щенки ищут свой дом! Мальчики и девочки, 3 месяца. Здоровы, привиты, активные. Без дефектов, очень ласковые. Поможем вам выбрать и встретить своего нового друга.для дополнительных фото и видео79812143658 ватсап)",Санкт-Петербург,30.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/25/12/a4/650446_130x130.jpg
Щенки кавалер кинг чарльз спаниеля,Кавалер кинг чарльз спаниель,True,100000,0.5,12,203,"Предлагаем для предварительного резервирования замечательных щенков породы кавалер кинг чарльз спаниель от родителей чемпионов, д.р. 26.11.2023. У нас есть мальчики и девочки окрасов триколор и бленхейм.",Санкт-Петербург,27.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/fd/62/95/650295_130x130.jpg
"Две девочки помчи 3,5 месяца",Померанский шпиц,False,30000,0.5,12,260,"Девочки чёрная и чёрно-подп. 3,5 месяцa, пpивиты двaжды, карантин пройден, от выстaвoчных poдителeй: Щeнки пoлностью привиты, заведён ветеринарный пaспopт. ПОМЧИ &ndash гибрид померaнcкoго шпица и чиxуахуa. В 1998 г. cтандaрт дaнной породы был принят америк...",Москва,26.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/0a/ef/d4/650121_130x130.jpg
Щенки Джек Рассел терьера,Джек рассел терьер,False,25000,0.5,13,66,Двое мальчиков. Родились 04.10.2023 г. Документы и клейма сделаны.,Пермь,25.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/18/94/3e/650066_130x130.jpg
Щенки Джек Рассел терьера,Джек рассел терьер,False,25000,0.5,13,66,Двое мальчиков. Родились 04.10.2023 г. Документы и клейма сделаны.,Пермь,25.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/e3/1b/79/650071_130x130.jpg
Щенки белоснежного ЯПОНСКОГО шпица,Американский бульдог,True,80000,0.5,10,257,"Предлагаются к бронированию щенки белоснежного ЯПОНСКОГО шпица, рожденные 08.12.2023 г.р. от титулованных родителей. Отец - город Москва: CH.RKF, CH.RUS, RUS CW, RUSSIAN W, MOSCOW W Мать - город Владимир: CH.RKF, CH.RUS, JCH.RKF, JCH.RUS, Т-1 В помете 3 ...",Москва,24.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/5a/5e/75/649992_130x130.jpg
щенки йоркширского терьера,Йоркшир терьер,False,35000,0.5,15,263,"Представляю Вашему вниманию замечательных щенков йоркширского терьера. Это идеальные спутники жизни! У нас Вы найдете самых милых и забавных представителей этой породы. Наши щенки имеют отличное происхождение, откормлены и привиты. Они обладают неповторимым ха...",Москва,20.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/0f/6f/79/649767_130x130.jpg
Щенки немецкой овчарки,Немецкая овчарка,False,20000,0.5,10,157,"4 ноября у нашей чистокровной немецкой овчарки родились щеночки. Активные, чепрачного окраса, толстолапые медвежата, папа длинношерстный, поэтому малыши тоже",Санкт-Петербург,19.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/88/a2/36/649688_130x130.jpg
Лиловая малышка чихуахуа,Чихуахуа,False,60000,0.5,15,108,"Рождена 23.19.23. Без недостатков. Документы РКФ, прививка Эурикан. Находимся в Крыму. Доставка обсуждается.",Москва,19.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/df/d6/ae/649715_130x130.jpg
Микро экзот,Американский бульдог,False,400000,0.5,10,11,Знакомьтесь,Санкт-Петербург,19.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/7e/7a/fe/649724_130x130.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Золотистый ретривер,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Москва,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Москва,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Кемерово,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Москва,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,79000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Австралийский келпи,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Чау-чау,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Ризеншнауцер (гигантский шнауцер),False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
Продажа щенков французского бульдога,Миниатюрный пинчер,False,70000,0.5,15,108,Продаются щенки французского бульдога. Рождённые 24.10.2023 Остался один мальчик и девочка мини. Ваш подарок,Краснодар,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/77/ab/60/649551_130x130.jpg
Мопс,Мопс,False,9500,0.5,12,259,"ЦЕНА НАСТОЯЩАЯ, способ связи в самом конце, звонить не нужно! продаются щенки породы мопс, чистокровные, с документами, привиты ПРОДАЖА СРОЧНАЯ - в связи с этим такая низкая цена ДОСТАВИМ В ЛЮБОЙ РЕГИОН И ГОРОД ПО РОССИИ!! Пишите на васcaп 7 919 889 06 74 ...",Ростов-на-Дону,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/97/76/ab/649579_130x130.jpg
Померанский шпиц мини,Померанский шпиц,False,9000,0.5,12,256,"ЧИТАЙТЕ ОПИСАНИЕ ПОЛНОСТЬЮ ЦЕНА НАСТОАЯЩАЯ СВЯЗЬ ТОЛЬКО &gt&gt WHATSAРР - 8 919 889 06 74 Продаются щенки разных окрасов померанского мини и стандарт шпица, щенки с документами, привиты и кушают корм! ДОСТАВЛЯЕМ ПО ВСЕЙ СТРАНЕ И В ЗАРУБЕЖ! связь указала...",Ростов-на-Дону,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/b4/13/9e/649581_130x130.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
BVpsK3AS,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
1'&quot,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
1,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
@@UkcHY,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,8,qQJU2QHk,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,7,1'&quot,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,7,@@ikq6Z,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
HfjNUlYZ,Акбаш,False,1000,0.5,12,1,1,Киров,18.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/2f/5d/9b/_110x110.jpg
Щенки Брабансона и бельгийского гриффона,Брюссельский гриффон,True,50000,0.5,15,258,"Здесь вы можете купить щенка Брабансона и Бельгийского гриффона Высокого качества! В наличии мальчики и девочки чёрно-подпалого окраса. Есть редкий голубой окрас Рождение 12 августа и 10 октября 2023 Родители - Интерчемпион и Чемпионы стран Привиты, клейм...",Москва,17.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/61/20/93/649531_130x130.jpg
"Вельш корги пемброк щенки, РКФ",Вельш корги пемброк (корги пемброк),False,65000,0.2,12,255,"Племенной питомник предлагает щенков вельш корги пемброк, нарядные малыши рыже-белого и триколорного окраса, куцехвостые и с купированными хвостами. Щенки будут готовы к переезду не ранее, чем им исполнится 2 месяца. 1. др 18.11.23 2. др 19.11.23 Не сп...",Москва,15.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/a3/9b/99/649415_130x130.jpg
той пудель мини девочка,Той пудель,False,150000,0.5,15,263,Предлагается к продаже чудесная 9 мес девочка породы той пудель. Именно той не..Рост 24 см вес 2 кг. В хорошем салонном груминге.Приучена к пеленке. Маленькая красивая активная Человекоориентирована. Имеет полный пакет документов РКФ.Клеймо.Окрас рыжий абрикос...,Москва,15.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/d1/1f/a8/649391_130x130.jpg
"Вельш корги пемброк щенки, РКФ",Вельш корги пемброк (корги пемброк),False,65000,0.2,12,255,"Племенной питомник предлагает щенков вельш корги пемброк, нарядные малыши рыже-белого и триколорного окраса, куцехвостые и с купированными хвостами. Щенки будут готовы к переезду не ранее, чем им исполнится 2 месяца. 1. др 18.11.23 2. др 19.11.23 Не сп...",Москва,15.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/64/29/3b/649410_130x130.jpg
Щенки французского бульдога,Американский питбультерьер,False,60000,0.5,12,207,"Предлагаются щенки французского бульдога. 27.06.2023 родились. Здоровые. Выращенные в любви , на лучших кормах и свежем мясе. Документы РКФ Прививки Чип Клеймо. Продаются с ненавязчивым отслеживанием судьбы.",Москва,12.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/7c/5b/11/649187_130x130.jpg
Щенки китайского бульдога Чунцин,Керри блю терьер,False,130000,0.5,12,261,"06.09.2023 у нас родились четыре плановых щенка: два мальчика и две девочки невероятной красоты и ума &ndash все в родителей. Чунцин (китайские бульдоги) &ndash очень интересная и редкая порода, на мой взгляд, оптимальная для содержания. Это гармоничные, быс...",Санкт-Петербург,12.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/5d/49/ab/649224_130x130.jpg
Кавалер кинг чарльз спаниель,Кавалер кинг чарльз спаниель,True,80000,0.5,12,201,"Готовы к переезду девочки, 09.09.2023 г.р. от титулованных родителей. Родители проверены по здоровью. Полный пакет документов, чипирование, вакцинирование. Подробности в л.с. или Телеграм +375297285983",Санкт-Петербург,10.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/7c/c7/78/649140_130x130.jpg
Продам щенков питбуля,Американский питбультерьер,False,30000,0.5,12,79,Продаются щенки 1 месяц . У родителей есть родословная и все прививки сделаны .,Москва,08.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/73/2a/9b/648947_130x130.jpg
Щенки лабрадора РКФ,Лабрадор ретривер,False,35000,0.5,12,263,"Кинологический питомник РКФ продает щенков палевого и черного лабрадора 2,5 мес. В пакете документов метрика РКФ, ветпаспорт, договор питомника и рекомендации по выращиванию.В наличии 2 палевые девочки и 2 черных мальчика. Загородное разведение.Фото и видеопок...",Москва,08.12.2023,//6kcmxu3d7l.a.trbcdn.net/upload/files-new/e2/8b/23/649051_130x130.jpg
